1 01/01/2024 11:43:04 AM	 damn slut
1 01/01/2024 11:43:11 AM	 im gonna eat ttly 
1 01/01/2024 12:07:02 PM	 hi
1 01/01/2024 12:07:17 PM	 you’re going to Turkey tomorrow right
0 01/01/2024 12:53:34 PM	 Im wirh a friend
0 01/01/2024 12:55:04 PM	 My firnd is mad at me what do I di 
0 01/01/2024 12:55:09 PM	 Im sorry ❤️❤️❤️
1 01/01/2024 12:55:14 PM	 why’re they mad 
1 01/01/2024 12:55:17 PM	 for what
0 01/01/2024 12:55:31 PM	 I accidentally fucked ehr boyfriend 
1 01/01/2024 12:55:45 PM	 ?
1 01/01/2024 12:56:14 PM	  ????
0 01/01/2024 12:56:15 PM	 Donr give me that look
1 01/01/2024 12:56:21 PM	 ???? 😂
0 01/01/2024 12:58:20 PM	 Hellooooo
0 01/01/2024 12:58:25 PM	 Ar you gonna play 
1 01/01/2024 12:39:27 PM	 hello?????
0 01/01/2024 12:41:08 PM	 Helllooooo
0 01/01/2024 12:41:10 PM	 Yes
1 01/01/2024 12:42:00 PM	 are u drunk 
0 01/01/2024 12:43:35 PM	 Nooo
0 01/01/2024 12:43:39 PM	 Hi mateo
0 01/01/2024 12:43:44 PM	 Let’s play a game❤️
0 01/01/2024 12:46:38 PM	 Hrlloooooo
0 01/01/2024 12:46:41 PM	 Cmere
1 01/01/2024 12:46:54 PM	 what do u wanna play 
0 01/01/2024 12:47:23 PM	 Idk babe what u wanna plau ❤️
1 01/01/2024 12:50:37 PM	 adri 
1 01/01/2024 12:50:40 PM	 where are u rn 
0 01/01/2024 12:51:08 PM	 I cnr play this
1 01/01/2024 12:51:59 PM	 u send a game 
1 01/01/2024 12:53:06 PM	 ?
0 01/01/2024 13:50:07 PM	 DO U THINK I WOULD CHOOSE YOU OVER LIZ?…..
0 01/01/2024 13:50:11 PM	 LIKE REALLY😂😂😂😂
1 01/01/2024 13:50:21 PM	 no
0 01/01/2024 13:50:24 PM	 I hate to break it to u baby but…….
0 01/01/2024 13:50:26 PM	 😬😬😬😬
1 01/01/2024 13:50:30 PM	 i know that’s why i said jk 
1 01/01/2024 13:50:37 PM	 😂😂
0 01/01/2024 13:51:41 PM	 Anyway
1 01/01/2024 13:53:28 PM	 are u still with ur friend 
0 01/01/2024 13:55:03 PM	 Yes
0 01/01/2024 13:55:09 PM	 But I wanna go home
0 01/01/2024 13:55:16 PM	 HER BROTHER LOOKING AT ME WEIRD
0 01/01/2024 13:55:20 PM	 AND SHES INTHE TOULET
0 01/01/2024 13:55:26 PM	 Like help 
0 01/01/2024 13:55:35 PM	 But anyway let’s do something 
1 01/01/2024 13:55:39 PM	 is he older or younger than u
1 01/01/2024 13:55:43 PM	 ahwtasgga 
1 01/01/2024 13:55:50 PM	 what do u wanna do baby
0 01/01/2024 13:55:52 PM	 Idk how old he is 
0 01/01/2024 13:56:02 PM	 Hes a lot taller than me tho
0 01/01/2024 13:56:09 PM	 Idk what can we do?????
1 01/01/2024 13:56:57 PM	 ur turn i picked last time 
0 01/01/2024 13:57:34 PM	 No that’s ur autism
0 01/01/2024 13:57:40 PM	 No come on
0 01/01/2024 13:58:05 PM	 Can i see what places u have on ur weather app
1 01/01/2024 13:07:04 PM	 i’m kidding dumbass 😭😭
0 01/01/2024 13:07:06 PM	 But it’s gonna like get worse
0 01/01/2024 13:07:08 PM	 Over the years
0 01/01/2024 13:07:15 PM	 And eventually ur gonnabr fully insane
1 01/01/2024 13:07:22 PM	 LMAOOO
0 01/01/2024 13:07:26 PM	 Or become likr the joker or something
0 01/01/2024 13:07:32 PM	 And im gonnr be ur villain arc
1 01/01/2024 13:07:32 PM	 what brought this on.
0 01/01/2024 13:07:41 PM	 Literallu
0 01/01/2024 13:07:47 PM	 THE WAY TOY ACT
1 01/01/2024 13:07:55 PM	 how do i act????
0 01/01/2024 13:07:59 PM	 I think like ubhave psychotic tendencies 
1 01/01/2024 13:07:59 PM	 ok
0 01/01/2024 13:08:05 PM	 Lowkeu 
1 01/01/2024 13:08:14 PM	 why are you typing weird 
1 01/01/2024 13:08:33 PM	 you don’t think that was an appropriate reaction to u telling me some guy fucked you??? 😂😂😂😂😂
1 01/01/2024 13:08:42 PM	 would it be better if i didn’t care 
1 01/01/2024 13:08:43 PM	 ??
0 01/01/2024 13:08:51 PM	 Im not
0 01/01/2024 13:08:53 PM	 Sorry
0 01/01/2024 13:08:55 PM	 HE DIDNT
1 01/01/2024 13:09:04 PM	 i know but still 
0 01/01/2024 13:09:04 PM	 So there is nothing to be upset about
1 01/01/2024 13:09:18 PM	 yes there is because that wasn’t funny at all?? 😂😂
1 01/01/2024 13:09:22 PM	 tf
1 01/01/2024 13:09:40 PM	 why is your friend telling you to say these things 
0 01/01/2024 13:10:40 PM	 What 
1 01/01/2024 13:10:56 PM	 what’s confusing 
1 01/01/2024 13:10:59 PM	 why are you acting weird 
0 01/01/2024 13:11:30 PM	 There is what
0 01/01/2024 13:11:33 PM	 ?????
0 01/01/2024 13:11:42 PM	 Okay nevermind
0 01/01/2024 13:11:52 PM	 Lets move ok from this
1 01/01/2024 13:11:59 PM	 no cus wtf was that 
0 01/01/2024 13:11:59 PM	 Ohhhhhhhhhhh
1 01/01/2024 13:12:12 PM	 are you high or something? 
0 01/01/2024 13:12:27 PM	 No
0 01/01/2024 13:12:38 PM	 Ok im sorry. Ur right. 
0 01/01/2024 13:13:27 PM	 Why does it look weird
0 01/01/2024 13:14:05 PM	 😭😭😭😭
1 01/01/2024 13:14:15 PM	 why doesn’t your friend like me
0 01/01/2024 13:14:42 PM	 She thinks ur weird
0 01/01/2024 13:14:46 PM	 But
0 01/01/2024 13:14:51 PM	 That’s ok mateo
1 01/01/2024 13:14:55 PM	 why
0 01/01/2024 13:14:57 PM	 D on t listen to the haters
0 01/01/2024 13:14:58 PM	 Because
0 01/01/2024 13:15:02 PM	 You wanna know why
0 01/01/2024 13:40:11 PM	 Ummm
0 01/01/2024 13:40:14 PM	 Where is he from
0 01/01/2024 13:40:16 PM	 The man
1 01/01/2024 13:40:45 PM	 wherever u like them best form 
1 01/01/2024 13:40:46 PM	 from
0 01/01/2024 13:41:01 PM	 How old is he
1 01/01/2024 13:41:09 PM	 26
0 01/01/2024 13:41:15 PM	 How many kids
0 01/01/2024 13:41:18 PM	 2?????
1 01/01/2024 13:41:21 PM	 but u would be like 20 yourself 
1 01/01/2024 13:41:23 PM	 yeah
0 01/01/2024 13:41:35 PM	 Who is the baby’s mother
1 01/01/2024 13:41:44 PM	 some deadbeat 
0 01/01/2024 13:41:46 PM	 Only if she’s dead
1 01/01/2024 13:41:49 PM	 oh
0 01/01/2024 13:42:01 PM	 Cause indont wanna deal with a ghetto baby mother
1 01/01/2024 13:42:10 PM	 i feel like it’s cucked to raise another’s persons child 
1 01/01/2024 13:42:14 PM	 don’t you agree
0 01/01/2024 13:42:24 PM	 Idk if i would
0 01/01/2024 13:42:28 PM	 That’s a hard question 
0 01/01/2024 13:42:32 PM	 Cause it depends 
0 01/01/2024 13:42:45 PM	 Theres a lot of like things that u have to think about
0 01/01/2024 13:43:01 PM	 Cause what if the kids dont like u or if they think ur trying to like be their mother
0 01/01/2024 13:43:40 PM	 ………
0 01/01/2024 13:43:49 PM	 Dont ask me nothing stupid like that again……
0 01/01/2024 13:43:54 PM	 Why is he wearing a diaper 
1 01/01/2024 13:44:01 PM	 Idk LMAOOO
0 01/01/2024 13:44:15 PM	 Hope hes having a good day……
0 01/01/2024 13:44:22 PM	 Why did u ask me this
1 01/01/2024 13:44:35 PM	 i was just wondering 
1 01/01/2024 13:44:46 PM	 u said u never wanna have kids right 
0 01/01/2024 13:45:14 PM	 Idk it’s more like complex than just a yes or no
0 01/01/2024 13:45:25 PM	 But maybe i will one day 
1 01/01/2024 13:45:44 PM	 if u found out ur pregnant rn wyd 
0 01/01/2024 13:46:00 PM	 Who is the father 
1 01/01/2024 13:46:17 PM	 idk whoever u like 
0 01/01/2024 13:47:12 PM	 Ummm
0 01/01/2024 13:47:32 PM	 I don’t know what i would do cause that’s never happened before 
0 01/01/2024 13:47:39 PM	 But i wouldprobably call liz
0 01/01/2024 13:47:40 PM	 And then 
0 01/01/2024 13:47:44 PM	 She would tell me what to do
1 01/01/2024 13:48:21 PM	 how are u such good friends with Lizzz 
1 01/01/2024 13:48:38 PM	 she said you guys haven’t even know each other for a year
0 01/01/2024 13:49:03 PM	 Cause that’s how we are
0 01/01/2024 13:49:11 PM	 She knows everything about me
0 01/01/2024 13:49:18 PM	 And I know everything about her
1 01/01/2024 13:49:34 PM	 oh so she’s my competition..
1 01/01/2024 13:49:36 PM	 LMAOOO jk 
0 01/01/2024 13:49:41 PM	 😂😂😂😂
1 01/01/2024 13:49:41 PM	 anyways 
0 01/01/2024 13:49:44 PM	 Hold on
0 01/01/2024 13:49:49 PM	 Do u genuinely think
0 01/01/2024 13:50:00 PM	 NOT TO RUIN UR MOOD OR ANYRHING BUT
1 01/01/2024 12:59:04 PM	 ?
1 01/01/2024 12:59:18 PM	 ??????
0 01/01/2024 12:59:25 PM	 I don’t wannna play this nymore
1 01/01/2024 12:59:36 PM	 hello???????????????
0 01/01/2024 12:59:44 PM	 Hello dear
0 01/01/2024 12:59:53 PM	 Im just kidding baby
1 01/01/2024 12:59:56 PM	 yeah u catching a block cus 😂
0 01/01/2024 12:59:57 PM	 I would never
0 01/01/2024 13:00:06 PM	 IM KIDDINF
1 01/01/2024 13:03:46 PM	 no i’m not mad
0 01/01/2024 13:03:56 PM	 Oh
0 01/01/2024 13:03:58 PM	 Okau 
0 01/01/2024 13:04:03 PM	 What are u then
1 01/01/2024 13:04:17 PM	 confused as to why u would say that 
1 01/01/2024 13:04:21 PM	 it’s just weird
0 01/01/2024 13:04:39 PM	 She told me to say it
0 01/01/2024 13:04:43 PM	 She said she dont like u
0 01/01/2024 13:04:49 PM	 Why is that
1 01/01/2024 13:04:50 PM	 why not 
0 01/01/2024 13:04:56 PM	 Idk …
1 01/01/2024 13:04:58 PM	 who’s your friend 
1 01/01/2024 13:05:02 PM	 do i know her 
0 01/01/2024 13:05:05 PM	 No
0 01/01/2024 13:05:11 PM	 Shr 
0 01/01/2024 13:05:24 PM	 Her name is artemis 
0 01/01/2024 13:05:32 PM	 Do yoi know her
1 01/01/2024 13:05:37 PM	 no
1 01/01/2024 13:05:49 PM	 tell her to go jump off a cliff 😂👏
0 01/01/2024 13:05:51 PM	 Okay❤️
0 01/01/2024 13:06:00 PM	 What fhe hell that’s so rude 
0 01/01/2024 13:06:03 PM	 Say sorry
1 01/01/2024 13:06:06 PM	 ?????
0 01/01/2024 13:06:13 PM	 What if se does
1 01/01/2024 13:06:15 PM	 and what you said isn’t 
0 01/01/2024 13:06:15 PM	 Then what
0 01/01/2024 13:06:21 PM	 UR AMGONNA BE A MURDERER
0 01/01/2024 13:06:31 PM	 I was KIDDINR
1 01/01/2024 13:06:31 PM	 that’s fine with me 
0 01/01/2024 13:06:36 PM	 U know I would never do such a thing
0 01/01/2024 13:06:42 PM	 !???
0 01/01/2024 13:06:50 PM	 Ur like 
0 01/01/2024 13:06:53 PM	 I think ur crazy
1 01/01/2024 13:06:57 PM	 wdym 
0 01/01/2024 13:07:01 PM	 Like subtly
1 01/01/2024 13:15:09 PM	 why
0 01/01/2024 13:15:16 PM	 U are special❤️❤️
0 01/01/2024 13:15:17 PM	 And
0 01/01/2024 13:15:23 PM	 Bitfhes only hate cause they jealous
0 01/01/2024 13:15:27 PM	 Its true actually
0 01/01/2024 13:15:42 PM	 So keep that in mind next time someone call u a whore
0 01/01/2024 13:15:47 PM	 Cause they just reflecting.  
0 01/01/2024 13:15:49 PM	 And in reality. 
1 01/01/2024 13:15:52 PM	 LMAOO
0 01/01/2024 13:15:53 PM	 They the whore not u. 
0 01/01/2024 13:15:58 PM	 CAUSE 
0 01/01/2024 13:16:01 PM	 YOY WANNA KNOW WHY
0 01/01/2024 13:16:09 PM	 They wanna make u look bad so
0 01/01/2024 13:16:12 PM	 They look begter 
1 01/01/2024 13:16:14 PM	 what have u told ur friend about me
0 01/01/2024 13:16:18 PM	 And rhey feel better about themselves 
1 01/01/2024 13:16:18 PM	 oh
0 01/01/2024 13:16:38 PM	 So the next time a bitch hate u just know fhat deep down they depressed and auicidal 
0 01/01/2024 13:16:45 PM	 They just taking it out on u yk. 
0 01/01/2024 13:16:50 PM	 Cause rhey hate themselves. 
0 01/01/2024 13:16:55 PM	 True actually
0 01/01/2024 13:17:01 PM	 #adrilations🌈🙌
1 01/01/2024 13:17:59 PM	 ok but like why would u make that joke because do you care more about your friend or me? 😂
0 01/01/2024 13:18:26 PM	 I DOT KNOW MATEO ITS A NATURAL INSTINCT EHEN SOMEBODY TELLS ME TO DO SOMETHING I JUST DO IT 
0 01/01/2024 13:18:29 PM	 LIKE I CANT HELP IT
0 01/01/2024 13:18:39 PM	 SORRY BITCH DONT HATE ME😭😭😭😭😭😭😭
1 01/01/2024 13:19:33 PM	 it’s ok
1 01/01/2024 13:20:52 PM	 are you tryna test me right now or?
1 01/01/2024 13:21:03 PM	 cus it ain’t working 
0 01/01/2024 13:22:16 PM	 What
0 01/01/2024 13:22:23 PM	 ?????????
0 01/01/2024 13:22:28 PM	 Twst you on what
1 01/01/2024 13:23:30 PM	 when are u going back to ny 
0 01/01/2024 13:24:15 PM	 Idk
1 01/01/2024 13:24:25 PM	 didn’t u say the 8th
0 01/01/2024 13:24:34 PM	 Im not ur fucking teacher matro why would i test u What do u think this is
0 01/01/2024 13:24:38 PM	 Prolly
1 01/01/2024 13:24:45 PM	 can i ask u something
1 01/01/2024 13:25:12 PM	 how do u have friends in all these different countries i’m still confused like how does this happen 
1 01/01/2024 13:25:17 PM	 did you know them before or 
0 01/01/2024 13:25:24 PM	 She lives in new jersey 
0 01/01/2024 13:25:28 PM	 But she’s here 
0 01/01/2024 13:25:32 PM	 For winter break
0 01/01/2024 13:25:40 PM	 So I thought i may assell come see her
0 01/01/2024 13:25:45 PM	 Caus i was gonna be here anyway
1 01/01/2024 13:25:54 PM	 oh nice 
0 01/01/2024 13:25:54 PM	 Ive known her for a lonf time
0 01/01/2024 13:26:00 PM	 Yurp 
1 01/01/2024 13:33:32 PM	 sometimes i feel like u don’t take me seriously 
0 01/01/2024 13:34:55 PM	 Why
1 01/01/2024 13:39:19 PM	 would u marry a man with kids 
0 01/01/2024 13:39:58 PM	 How old r the kids
1 01/01/2024 13:40:06 PM	 like 6 and 9
0 01/01/2024 15:12:18 PM	 Okay
1 01/01/2024 15:29:45 PM	 hello audryna
1 01/01/2024 15:53:26 PM	 baby
0 01/01/2024 16:02:27 PM	 😬😬😬
1 01/01/2024 16:05:42 PM	 what’s wrong 
1 01/01/2024 16:12:16 PM	 can you stop 
0 01/01/2024 16:15:25 PM	 Can u stop texting me
0 01/01/2024 16:15:29 PM	 I don’t wanna talk to u
0 01/01/2024 16:15:34 PM	 Ur acc a joke
1 01/01/2024 13:58:22 PM	 sure 
1 01/01/2024 13:58:23 PM	 hold up
1 01/01/2024 13:59:20 PM	 can i see yours 
0 01/01/2024 14:04:11 PM	 Sure 
0 01/01/2024 14:04:13 PM	 I have a lot…..
0 01/01/2024 14:04:15 PM	 Ok wait
1 01/01/2024 14:04:56 PM	 which part of ny do u live in again
0 01/01/2024 14:12:04 PM	 Queens 
0 01/01/2024 14:12:10 PM	 Ok here’s mine 
1 01/01/2024 14:18:42 PM	 Loved an image
1 01/01/2024 14:18:59 PM	 damn you’ve been around..
1 01/01/2024 14:20:42 PM	 i’m gonna be rich when i’m older 🤑
0 01/01/2024 14:23:42 PM	 ????
0 01/01/2024 14:23:50 PM	 Watch him turn to prostitution 
0 01/01/2024 14:23:55 PM	 I CAN SEE IT…
1 01/01/2024 14:26:08 PM	 ?? 😂😂
1 01/01/2024 14:26:22 PM	 no cus i’m smart and i have all the cards in my favor 
1 01/01/2024 14:26:27 PM	 i’d be surprised if i’m NOT rich 
1 01/01/2024 14:26:31 PM	 just u wait..
0 01/01/2024 14:26:43 PM	 U gonna be like mark zuckberg 
0 01/01/2024 14:26:50 PM	 Like hes an autist freak
0 01/01/2024 14:26:55 PM	 But hes like rich as fuck
0 01/01/2024 14:26:58 PM	 So it makes up for it
0 01/01/2024 14:27:11 PM	 Can u believe he has a wife and children
0 01/01/2024 14:27:18 PM	 The things money can do…..
1 01/01/2024 14:33:52 PM	 ?????? 😂😂😂
1 01/01/2024 14:34:06 PM	 maybe..
0 01/01/2024 14:36:43 PM	 Loved an image
0 01/01/2024 14:36:44 PM	 My baby
0 01/01/2024 14:36:56 PM	 Ew I can’t imagine u being rich 
0 01/01/2024 14:37:36 PM	 Ur gonna pay prostitutes to follow u around all day to make it look like bitches want u to make up for right now where hoes only want u for ****…..
1 01/01/2024 14:39:26 PM	 no??? 😂
1 01/01/2024 14:39:31 PM	 there’s only one hoe i want
1 01/01/2024 14:39:50 PM	 idk what makes u think women only use me for my body when that’s not even true
0 01/01/2024 14:40:29 PM	 It is not tho…..
0 01/01/2024 14:40:33 PM	 Whatever anyway 
1 01/01/2024 14:54:58 PM	 no
1 01/01/2024 14:55:05 PM	 i’m gonna workout bye 
1 01/01/2024 15:01:13 PM	 ????? cmon stop it 
0 01/01/2024 15:01:35 PM	 Im probably gonna nap
1 01/01/2024 15:01:42 PM	 are you mad adri 
0 01/01/2024 15:01:48 PM	 No
0 01/01/2024 15:01:50 PM	 Why would I be
1 01/01/2024 15:02:09 PM	 u didn’t say bye 
1 01/01/2024 15:04:12 PM	 i’m using reverse grip 315 hope ur happy
0 01/01/2024 15:05:28 PM	 Whatever that means❤️
0 01/01/2024 15:05:32 PM	 I’ll text u in like an hour
1 01/01/2024 15:11:45 PM	 idk why i even tried to be anything with you you’re unbearable 90% of the time LMAOO 😂😂😭
0 01/01/2024 15:12:16 PM	 Um
1 01/01/2024 16:19:38 PM	 this has just been a bad day for us Adri
1 01/01/2024 16:19:58 PM	 i don’t think it’s fair how you were treating me earlier i’m just doing the same shit you were doing to me
1 01/01/2024 16:20:07 PM	 you know you don’t mean that 
1 01/01/2024 16:22:28 PM	 what happened to “you’ll never get away from me”
0 01/01/2024 16:23:42 PM	 I just don’t wanna talk right now that’s all
1 01/01/2024 17:44:20 PM	 i’m going to nap i’ll text you when i wake up ❤️
0 01/01/2024 17:44:34 PM	 LMFAOOOOOOOO
0 01/01/2024 17:44:49 PM	 Ok im gonna sleep too goodnight Mateo I’ll talk to u soon
1 01/01/2024 17:45:11 PM	 goodnight!
1 01/01/2024 23:08:39 PM	 i’m so pissed bruh i took that cought syrup thta makes you sleep thinking id knock me out until tomorrow 😭😭😭
1 01/01/2024 23:09:08 PM	 bitches ain’t all that if i’m being perfectly honest
0 01/01/2024 23:09:36 PM	 Like I wanna be a man and fuck 10 bitched in one day
0 01/01/2024 23:09:57 PM	 Take more❤️❤️❤️❤️Make sure u empty the bottle
1 01/01/2024 23:10:47 PM	 no i heard if you take too much of it it actually has like the inverse effect 
1 01/01/2024 23:11:09 PM	 adriiiiiii 
1 01/01/2024 23:11:19 PM	 sorry for making you upset earlier today
1 01/01/2024 23:11:38 PM	 Questioned Digital Touch Message
0 01/01/2024 23:11:43 PM	 It’s ok i never hold a grudge for anything 
0 01/01/2024 23:11:54 PM	 Cause either i forget why i was mad or it was never that deep
0 01/01/2024 23:12:08 PM	 Like theres nothing u could do that would genuinely make me mad
0 01/01/2024 23:12:15 PM	 I donr think anyone can make me mad
1 01/01/2024 23:12:28 PM	 don’t challenge me 😂😂
1 01/01/2024 23:12:33 PM	 LMAOOO jk jk 
0 01/01/2024 23:12:35 PM	 LIKE IM NEVER MAD ISNT THAT SI WEIRD U WOULDNT EXPECT THAT FROM ME BUT ITS TRUE
0 01/01/2024 23:12:39 PM	 ouuu….
0 01/01/2024 23:12:50 PM	 But anyway
0 01/01/2024 23:12:59 PM	 How many times u pee today
1 01/01/2024 23:13:05 PM	 a lot 
0 01/01/2024 23:13:11 PM	 Cause i peed like literally 5 times isn’t that crazy
1 01/01/2024 23:13:25 PM	 i probably peed like 20 times 
0 01/01/2024 23:13:31 PM	 WTF?
0 01/01/2024 23:13:33 PM	 REALLY
0 01/01/2024 23:13:35 PM	 No way
0 01/01/2024 23:13:43 PM	 Why…
1 01/01/2024 23:13:48 PM	 but most of them were like short little pee squirts if u know what i mean 
0 01/01/2024 23:14:01 PM	 I don’t wanna know ….
1 01/01/2024 23:14:13 PM	 if we talking abt like long pee streams like more than 10 seconds it’s probably around like 5 times like u
0 01/01/2024 23:14:20 PM	 Oh my gosh and i thought i peef a lot
1 01/01/2024 23:14:29 PM	 no i don’t pee that much 
0 01/01/2024 23:14:32 PM	 Can u hold ur pee
0 01/01/2024 23:14:35 PM	 Like 
0 01/01/2024 23:14:37 PM	 While ur peeing
0 01/01/2024 23:14:43 PM	 Like make it go back up
1 01/01/2024 23:14:48 PM	 no
0 01/01/2024 23:15:14 PM	 How do boys even pee doesn’t it take like fucking forever with that little ass hole
0 01/01/2024 23:15:23 PM	 Yk how long it would take me to pee with that 
1 01/01/2024 23:15:24 PM	 but something i can do is hold the tip shut right and wait until it fills up and then use my other hand to press it out and it comes out like a jet 
0 01/01/2024 23:15:40 PM	 That’s so me if I was a boy….
1 01/01/2024 23:15:48 PM	 it’s so much faster wym
0 01/01/2024 23:16:13 PM	 Sometimes i forget hi much i pee
0 01/01/2024 23:25:42 PM	 😂😂😂U WISH
0 01/01/2024 23:26:52 PM	 WHIXH ONES DID U GET WEONG
1 01/01/2024 23:27:40 PM	 https://www.dudequiz.com/start.html?quiz=659390b56976f343507d54d9
1 01/01/2024 23:28:08 PM	 i forgot the questions already 
1 01/01/2024 23:29:58 PM	 i think it was the adris favorite food
1 01/01/2024 23:30:03 PM	 Loved an image
0 01/01/2024 23:30:10 PM	 I said chess instead of football 
1 01/01/2024 23:30:12 PM	 which one did u get wrong 
1 01/01/2024 23:30:17 PM	 oh 😂😂
0 01/01/2024 23:30:31 PM	 CAUSE I WAS LIKE HES S NERD SO IT ONLY MAKES SENSE
0 01/01/2024 23:30:44 PM	 Bitch i got the rest right so be quiet 
0 01/01/2024 23:33:29 PM	 We’re out of things to do….
0 01/01/2024 23:33:35 PM	 Ima find something don’t worry
0 01/01/2024 23:33:45 PM	 Ok ummmm tell me a story 
1 01/01/2024 23:34:51 PM	 about what
0 01/01/2024 23:35:02 PM	 Idk
1 01/01/2024 23:35:06 PM	 wanna go to sleep together on ft 😂😂
0 01/01/2024 23:35:06 PM	 Whatever u want
0 01/01/2024 23:35:11 PM	 😂😂😂😂
0 01/01/2024 23:35:18 PM	 Im not sleeping
1 01/01/2024 23:35:20 PM	 give me a topic at least
0 01/01/2024 23:35:22 PM	 I have to stay up
1 01/01/2024 23:35:26 PM	 why
0 01/01/2024 23:35:30 PM	 Ok ummm something at school
1 01/01/2024 23:35:58 PM	 mhmm ok so when i was in 5th grade right
0 01/01/2024 23:36:07 PM	 Yes
1 01/01/2024 23:37:07 PM	 the neighborhood i lived in was sooo ghetto because a lot of mexicans and illegals lived there right 
0 01/01/2024 23:37:22 PM	 Yes
1 01/01/2024 23:38:08 PM	 and we were in class one time and ofc these kids are retarded as fuck and they don’t speak english so the teacher would always pair me and my friend with them so we could help them translate
0 01/01/2024 23:38:39 PM	 They probably in prison today
1 01/01/2024 23:39:33 PM	 and this one malnourished looking kid in my class that i hated because he let his nails grow long and then he filed them into little triangles and then he would stab me for no reason 😭😭
